neighbor_count	neighbors[list]	SelectedFingers.2.0	Flexion.2.0	FlexionChange.2.0	Spread.2.0	SpreadChange.2.0	ThumbPosition.2.0	ThumbContact.2.0	SignType.2.0	Movement.2.0	RepeatedMovement.2.0	MajorLocation.2.0	MinorLocation.2.0	SecondMinorLocation.2.0	Contact.2.0	NonDominantHandshape.2.0	UlnarRotation.2.0
6	[cheerleader;H_02_045,fight;B_03_058,structure;H_01_035,support_2;F_03_066,system;H_01_061,year;B_02_015]	imrp	FullyClosed	0.0		0.0	Closed	1.0	SymmetricalOrAlternating	Z-shaped	0	Neutral	Neutral	Neutral	1	s	0
6	[bicycle;D_02_026,can;D_03_027,canoe;D_01_045,cheerleader;H_02_045,pop_4;K_03_031,year;B_02_015]	imrp	FullyClosed	0.0		0.0	Closed	1.0	SymmetricalOrAlternating	Circular	0	Neutral	Neutral	Neutral	0	s	0
6	[bicycle;D_02_026,can;D_03_027,canoe;D_01_045,cheerleader;H_02_045,pop_4;K_03_031,year;B_02_015]	imrp	FullyClosed	0.0		0.0	Closed	1.0	SymmetricalOrAlternating	Circular	0	Neutral	Neutral	Neutral	0	s	0
2	[boots_2;K_03_101,year;B_02_015]	imrp	FullyClosed	0.0		0.0	Closed	1.0	SymmetricalOrAlternating	Circular	0	Neutral	Neutral		1	s	0
2	[keyboard;B_03_070,wait;B_02_016]	imrp	Curved	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating		1	Neutral	Neutral		0	5	0
2	[keyboard;B_03_070,wait;B_02_016]	imrp	FullyOpen	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating		1	Neutral	Neutral		0	curved_5	0
2	[meeting;C_03_082,wait;B_02_016]	imrp	FullyOpen	1.0	1.0	0.0	Open	1.0	SymmetricalOrAlternating		1	Neutral	Neutral		0	5	0
2	[bye;E_01_058,wait;B_02_016]	imrp	FullyOpen	1.0	1.0	0.0	Open	0.0	OneHanded		1	Neutral	Neutral		0	5	0
2	[bye;E_01_058,wait;B_02_016]	imrp	FullyOpen	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating		1	Neutral	Neutral		0		0
2	[wait;B_02_016,windy;G_02_080]	imrp	FullyOpen	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating		1	Neutral	Neutral	Neutral	0	5	0
2	[saxophone;G_03_015,wait;B_02_016]	imrp	Flat	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating		1	Neutral	Neutral		0	5	0
2	[saxophone;G_03_015,wait;B_02_016]	imrp	FullyOpen	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating		1	Neutral	Neutral		0	flatspread_5	0
2	[cool_5;J_01_004,wait;B_02_016]	imrp	FullyOpen	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating		1	Head	Neutral		0	5	0
2	[cool_5;J_01_004,wait;B_02_016]	imrp	FullyOpen	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating		1	Neutral	HeadAway		0	5	0
3	[find;B_03_076,forfeit;D_02_038,friday;B_02_020]	i	Curved	0.0			Open	1.0	OneHanded	Circular	0	Neutral	Neutral	Neutral	0		0
4	[conduct_3;K_03_057,forfeit;D_02_038,friday;B_02_020,pepper;A_02_085]	i	Curved	0.0			Open	1.0	OneHanded	Curved	1	Neutral	Neutral	Neutral	0		0
3	[find;B_03_076,forfeit;D_02_038,friday;B_02_020]	i	Curved	0.0			Open	1.0	OneHanded	Circular	0	Neutral	Neutral	Neutral	0		0
3	[conduct_3;K_03_057,friday;B_02_020,wand;E_03_016]	i	Curved	0.0			Open	1.0	OneHanded	Circular	1	Neutral	Neutral	Neutral	0		1
3	[friday;B_02_020,instagram;H_03_083,library;A_02_041]	i	Curved	0.0			Open	0.0	OneHanded	Circular	1	Neutral	Neutral	Neutral	0		0
4	[conduct_3;K_03_057,forfeit;D_02_038,friday;B_02_020,pepper;A_02_085]	i	Curved	0.0			Open	1.0	OneHanded	Curved	1	Neutral	Neutral	Neutral	0		0
3	[conduct_3;K_03_057,friday;B_02_020,wand;E_03_016]	i	Curved	0.0			Open	1.0	OneHanded	Circular	1	Neutral	Neutral	Neutral	0		1
6	[TRUE;D_03_038,fake;G_03_080,for;B_03_049,intelligent;H_02_080,really;B_02_021,tell;C_02_013]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Curved	0	Head	Forehead	HeadAway	1		0
3	[dont_feel_like;J_01_005,for;B_03_049,really;B_02_021]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Curved	0	Head	Chin	HeadAway	1		1
5	[TRUE;D_03_038,eyes;C_01_062,fake;G_03_080,really;B_02_021,tell;C_02_013]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Curved	0	Head	Eye	HeadAway	1		0
2	[eyes;C_01_062,really;B_02_021]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Curved	0	Head	Chin	Eye	1		0
3	[really;B_02_021,red_faced;F_03_030,russia;D_02_091]	i	FullyOpen	0.0			Closed	0.0	OneHanded	BackAndForth	0	Head	Chin	HeadAway	1		0
4	[miss;G_02_049,really;B_02_021,red_faced;F_03_030,true_business;E_03_068]	i	FullyOpen	0.0			Closed	0.0	OneHanded		0	Head	Chin	HeadAway	1		0
4	[miss;G_02_049,really;B_02_021,red_faced;F_03_030,true_business;E_03_068]	i	FullyOpen	0.0			Closed	0.0	OneHanded		0	Head	Chin	HeadAway	1		0
3	[disappoint;G_03_018,miss;G_02_049,really;B_02_021]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Curved	0	Head	Chin		1		0
3	[disappoint;G_03_018,miss;G_02_049,really;B_02_021]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Curved	0	Head	Chin		1		0
3	[really;B_02_021,red_faced;F_03_030,single;H_01_018]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Z-shaped	0	Head	Chin	HeadAway	1		0
2	[really;B_02_021,single;H_01_018]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Curved	0	Head	Chin	Chin	1		0
6	[TRUE;D_03_038,fake;G_03_080,for;B_03_049,intelligent;H_02_080,really;B_02_021,tell;C_02_013]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Curved	0	Head	Forehead	HeadAway	1		0
3	[dont_feel_like;J_01_005,for;B_03_049,really;B_02_021]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Curved	0	Head	Chin	HeadAway	1		1
2	[congratulations;B_02_022,equal;C_01_052]	imrp	Flat	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral		1	c	0
2	[congratulations;B_02_022,equal;C_01_052]	imrp	Curved	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral		1	flat_b	0
2	[congratulations;B_02_022,prayer;C_03_090]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral		1	c	0
2	[congratulations;B_02_022,prayer;C_03_090]	imrp	Curved	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral		1	open_b	0
2	[congratulations;B_02_022,small;D_01_030]	imrp	Curved	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral		0	c	0
2	[ask;B_02_023,first;C_01_033]	i	FullyOpen	1.0			Closed	0.0	OneHanded		0	Neutral	Neutral		0		1
2	[ask;B_02_023,there;D_02_060]	i	FullyOpen	1.0			Closed	0.0	OneHanded	Straight	0	Neutral	Neutral		0		0
2	[ask;B_02_023,ice;G_03_020]	p	FullyOpen	1.0			Closed	0.0	OneHanded		0	Neutral	Neutral		0		0
3	[ask;B_02_023,blow_candle_2;K_02_022,ice;G_03_020]	i	FullyOpen				Closed	0.0	OneHanded		0	Neutral	Neutral		0		0
2	[ask;B_02_023,come_here;H_02_074]	i	Bent	1.0			Closed	0.0	OneHanded		0	Neutral	Neutral		0		0
2	[alphabet;B_02_024,lighter;D_02_025]	t		1.0			Open		OneHanded		0	Neutral	Neutral		0		0
4	[alphabet;B_02_024,april;H_02_070,erase_2;K_03_098,knock;F_01_042]	t					Open		OneHanded		0	Neutral	Neutral	Neutral	0		0
3	[alphabet;B_02_024,april;H_02_070,athlete;J_03_068]	t					Open		OneHanded	Straight	0	Neutral	Neutral		0		0
4	[alphabet;B_02_024,april;H_02_070,erase_2;K_03_098,knock;F_01_042]	t					Open		OneHanded		0	Neutral	Neutral	Neutral	0		0
3	[alphabet;B_02_024,april;H_02_070,athlete;J_03_068]	t					Open		OneHanded	Straight	0	Neutral	Neutral		0		0
2	[alphabet;B_02_024,erase_2;K_03_098]	t					Open		OneHanded	Other	0	Neutral	Neutral		0		0
4	[alphabet;B_02_024,april;H_02_070,erase_2;K_03_098,knock;F_01_042]	t					Open		OneHanded		0	Neutral	Neutral	Neutral	0		0
3	[freeway;B_03_001,whatever;B_02_025,wrestle;J_01_033]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	1	5	1
3	[america;C_02_006,fire;B_03_090,whatever;B_02_025]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Circular	1	Neutral	Neutral	Neutral	1	5	0
2	[ball;C_02_044,whatever;B_02_025]	imrp	Curved	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	1	5	0
2	[ball;C_02_044,whatever;B_02_025]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	1	curved_5	0
2	[whatever;B_02_025,windy;G_02_080]	imrp	FullyOpen	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	1	5	0
4	[bottle;D_02_064,grow;B_02_042,run_out_of;G_01_077,subtract;B_02_027]	imrp	Curved	1.0	0.0	1.0	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	HandAway	1	B	0
4	[copy;D_01_064,out;E_02_066,run_out_of;G_01_077,subtract;B_02_027]	imrp	Flat	1.0	1.0	1.0	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	HandAway	1	B	0
2	[copy;D_01_064,subtract;B_02_027]	imrp	Curved	0.0	1.0	1.0	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	HandAway	1	B	0
2	[bottle;D_02_064,subtract;B_02_027]	imrp	Curved	1.0	1.0	0.0	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	HandAway	1	B	0
2	[blame;G_01_005,subtract;B_02_027]	imrp	Curved	1.0	1.0	1.0	Open	0.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	HandAway	1	B	0
2	[blame;G_01_005,subtract;B_02_027]	imrp	Curved	1.0	1.0	1.0	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	PalmBack	HandAway	1	B	0
2	[crash;J_02_017,subtract;B_02_027]	imrp	Curved	1.0	1.0	1.0	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	HandAway	HandAway	1	B	0
2	[crash;J_02_017,subtract;B_02_027]	imrp	Curved	1.0	1.0	1.0	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	Palm	1	B	0
2	[after;B_02_030,birth;C_02_076]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Curved	0	Hand	HandAway	FingerBack	0	open_b	1
2	[after;B_02_030,birth;C_02_076]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Curved	0	Hand	FingerRadial	HandAway	0	open_b	1
4	[breathe;D_03_051,cape;F_01_004,holiday;D_03_031,wear;B_02_032]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	0	Body	TorsoTop	BodyAway	1	5	0
3	[clothes;E_03_096,holiday;D_03_031,wear;B_02_032]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	1	Body	TorsoTop	BodyAway	1	5	0
2	[cape;F_01_004,wear;B_02_032]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Body	Shoulder	BodyAway	1	5	0
2	[canoe;D_01_045,try;B_02_034]	imrp	FullyClosed	0.0		0.0	Closed	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral		0	s	0
2	[break;D_01_069,try;B_02_034]	imrp	FullyClosed	0.0		0.0	Closed	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral		1	s	1
2	[protest;H_03_026,try;B_02_034]	imrp	FullyClosed	0.0		0.0	Closed	1.0	OneHanded	Curved	0	Neutral	Neutral		0	s	1
2	[protest;H_03_026,try;B_02_034]	imrp	FullyClosed	0.0		0.0	Closed	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral		0		1
3	[insurance;D_02_030,where;B_02_035,yeah;D_01_058]	p	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	1	Neutral	Neutral		0		0
2	[where;B_02_035,yeah;D_01_058]	i	FullyOpen	0.0			Open	0.0	OneHanded	Straight	1	Neutral	Neutral		0		0
3	[insurance;D_02_030,where;B_02_035,yeah;D_01_058]	p	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	1	Neutral	Neutral		0		0
6	[insurance;D_02_030,isolated;F_02_033,should;G_02_079,shrimp;A_01_065,up;E_01_069,where;B_02_035]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0		0
6	[insurance;D_02_030,isolated;F_02_033,should;G_02_079,shrimp;A_01_065,up;E_01_069,where;B_02_035]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0		0
2	[unicorn;F_02_031,where;B_02_035]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	1	Head	Neutral		0		0
2	[unicorn;F_02_031,where;B_02_035]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	1	Neutral	HeadTop		0		0
2	[isolated;F_02_033,where;B_02_035]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Circular	1	Neutral	Neutral		0		0
6	[insurance;D_02_030,isolated;F_02_033,should;G_02_079,shrimp;A_01_065,up;E_01_069,where;B_02_035]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0		0
2	[should;G_02_079,where;B_02_035]	i	Bent	0.0			Closed	0.0	OneHanded	Straight	1	Neutral	Neutral		0		0
6	[insurance;D_02_030,isolated;F_02_033,should;G_02_079,shrimp;A_01_065,up;E_01_069,where;B_02_035]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0		0
3	[finger;G_02_097,shrimp;A_01_065,where;B_02_035]	i	FullyOpen	1.0			Closed	0.0	OneHanded	Straight	1	Neutral	Neutral		0		0
3	[blow_candle_2;K_02_022,finger;G_02_097,where;B_02_035]	i	FullyOpen	0.0			Closed	0.0	OneHanded		1	Neutral	Neutral		0		0
3	[blow_candle_2;K_02_022,finger;G_02_097,where;B_02_035]	i	FullyOpen	0.0			Closed	0.0	OneHanded		1	Neutral	Neutral		0		0
4	[grandfather;B_02_036,husband;D_01_082,son;B_02_086,stubborn;B_03_086]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	OneHanded		0	Head	Forehead		1		0
3	[firetruck;F_02_101,grandfather;B_02_036,son;B_02_086]	imrp	FullyOpen	0.0	1.0	0.0	Closed	0.0	OneHanded		0	Head	Forehead		1		0
2	[grandfather;B_02_036,stubborn;B_03_086]	imrp	FullyOpen	1.0	1.0	0.0	Open	0.0	OneHanded		0	Head	Forehead		1		0
2	[grandfather;B_02_036,grandmother;C_02_027]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	OneHanded		0	Head	Forehead		0		0
2	[grandfather;B_02_036,videocamera_2;K_03_011]	im	FullyOpen	0.0	1.0	0.0	Open	0.0	OneHanded		0	Head	Forehead		1		0
3	[grandfather;B_02_036,parents;B_03_044,videocamera_2;K_03_011]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	OneHanded		0	Head	Eye		1		0
2	[act;B_02_038,sorry;C_01_020]	t					Open		OneHanded	Circular	1	Body	TorsoTop	TorsoTop	1	a	0
2	[act;B_02_038,sorry;C_01_020]	t					Open		SymmetricalOrAlternating	Circular	1	Body	TorsoTop	TorsoTop	1		0
3	[act;B_02_038,backpack;G_01_064,theater;D_01_052]	t					Open		SymmetricalOrAlternating	Circular	1	Body	Clavicle	TorsoTop	1	a	0
3	[act;B_02_038,backpack;G_01_064,theater;D_01_052]	t					Open		SymmetricalOrAlternating	Circular	1	Body	Clavicle	TorsoTop	1	a	0
4	[act;B_02_038,actor;A_03_047,backpack;G_01_064,gorilla;A_02_044]	t					Open		SymmetricalOrAlternating	Circular	1	Body	TorsoTop		1	a	0
3	[act;B_02_038,bath;B_01_019,bathtub;K_02_101]	t					Open		SymmetricalOrAlternating	Curved	1	Body	TorsoTop	TorsoTop	1	a	0
3	[act;B_02_038,actor;A_03_047,bathtub;K_02_101]	t					Open		SymmetricalOrAlternating	Circular	1	Body	TorsoTop	TorsoMid	1	a	0
2	[parade;B_02_039,swim;E_03_053]	imrp	Flat	0.0	0.0	1.0	Open	0.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral	Neutral	0	flat_b	0
2	[fair;G_01_080,parade;B_02_039]	imrp	Flat	0.0	0.0	1.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	1	flat_b	0
2	[go_ahead;J_01_041,parade;B_02_039]	imrp	Flat	0.0	0.0	1.0	Open	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	flat_b	0
2	[parade;B_02_039,wrap_up_2;K_02_062]	imrp	Flat	0.0	0.0	1.0	Open	0.0	SymmetricalOrAlternating	Circular	1	Neutral	Neutral	Neutral	0	flat_b	0
2	[bottle;D_02_064,grow;B_02_042]	imrp	Curved	1.0	0.0	0.0	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	HandAway	1	C	0
3	[grow;B_02_042,out;E_02_066,run_out_of;G_01_077]	imrp	Flat	1.0	0.0	1.0	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	HandAway	1	C	0
3	[april;H_02_070,erase_2;K_03_098,other;B_02_043]	t					Open		OneHanded	Curved	0	Neutral	Neutral	Neutral	0		0
3	[erase_2;K_03_098,other;B_02_043,pinch_2;K_03_112]	t					Open		OneHanded	Other	0	Neutral	Neutral	Neutral	0		1
3	[april;H_02_070,erase_2;K_03_098,other;B_02_043]	t					Open		OneHanded	Curved	0	Neutral	Neutral	Neutral	0		0
3	[february;D_01_093,thursday;B_02_045,w.h.a.t;G_02_089]	i	Curved				Open	1.0	OneHanded		0	Neutral	Neutral		0		1
3	[screwdriver_2;K_03_041,thursday;B_02_045,turn_key;E_01_056]	i	Bent	0.0			Open	1.0	OneHanded		0	Neutral	Neutral		0		1
2	[thursday;B_02_045,turn_key;E_01_056]	i	Bent				Open	1.0	OneHanded	Curved	0	Neutral	Neutral		0		1
2	[thursday;B_02_045,w.h.a.t;G_02_089]	p	Bent				Open	1.0	OneHanded		0	Neutral	Neutral		0		1
3	[february;D_01_093,thursday;B_02_045,w.h.a.t;G_02_089]	i	Curved				Open	1.0	OneHanded		0	Neutral	Neutral		0		1
3	[screwdriver_2;K_03_041,thursday;B_02_045,turn_key;E_01_056]	i	Bent	0.0			Open	1.0	OneHanded		0	Neutral	Neutral		0		1
2	[screwdriver_2;K_03_041,thursday;B_02_045]	i	Bent				Open	1.0	OneHanded		1	Neutral	Neutral		0		1
2	[behind;B_02_048,pass;H_03_033]	t					Open		AsymmetricalSameHandshape	Curved	0	Hand	FingerBack	Heel	1	a	1
2	[behind;B_02_048,pass;H_03_033]	t					Open		AsymmetricalSameHandshape	Curved	0	Hand	HandAway	HandAway	1	a	1
4	[boss;B_02_052,complain;G_01_023,fine;C_01_043,policeman_2;K_03_104]	imrp	Curved	0.0	1.0	0.0	Open	0.0	OneHanded	Straight	1	Body	TorsoTop		1		0
2	[boss;B_02_052,cellphone;K_01_128]	imrp	Curved	0.0	1.0	0.0	Open	0.0	OneHanded	Straight	1	Head	Shoulder		1		0
3	[boss;B_02_052,cellphone;K_01_128,complain;G_01_023]	imrp	Curved	0.0	1.0	0.0	Open	0.0	OneHanded	Straight	1	Body	CheekNose		1		0
2	[embarrass;C_01_014,sad;B_02_053]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Circular	0	Head	HeadAway	HeadAway	0	5	0
2	[embarrass;C_01_014,sad;B_02_053]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Head	HeadAway	HeadAway	0	5	0
2	[sad;B_02_053,vomit;D_02_072]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Head	HeadAway	HeadAway	0	5	0
2	[sad;B_02_053,vomit;D_02_072]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	0	Head	UnderChin	HeadAway	0	5	0
2	[cigar;B_02_055,yawn_1;F_02_079]	imrp	Crossed	0.0	0.0	0.0	Open	0.0	OneHanded	Straight	1	Head	Mouth		1		0
2	[cigar;B_02_055,yawn_1;F_02_079]	im	FullyOpen	0.0	0.0	0.0	Open	0.0	OneHanded	Straight	1	Head	Mouth		1		0
2	[cigar;B_02_055,eagle_2;K_03_021]	im	Crossed	0.0	0.0	0.0	Open	0.0	OneHanded		1	Head	Mouth		1		0
2	[cigar;B_02_055,eagle_2;K_03_021]	im	Crossed	0.0	0.0	0.0	Open	0.0	OneHanded	Straight	0	Head	Mouth		1		0
2	[brick;H_02_085,zoom_in;B_02_056]	i	Curved	1.0			Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	s	0
2	[brick;H_02_085,zoom_in;B_02_056]	i	FullyClosed	1.0			Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	f	0
2	[vlog;J_03_027,zoom_in;B_02_056]	i	Bent	1.0			Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	s	0
2	[vlog;J_03_027,zoom_in;B_02_056]	i	FullyClosed	1.0			Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	baby_o	0
2	[envelope_4;K_01_041,zoom_in;B_02_056]	i	Flat	1.0			Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	s	0
2	[envelope_4;K_01_041,zoom_in;B_02_056]	i	FullyClosed	1.0			Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	g	0
2	[accident;B_02_059,mean_1;B_02_069]	imrp	Curved	1.0	1.0	1.0	Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	5	0
2	[accident;B_02_059,mean_1;B_02_069]	imrp	FullyOpen	1.0	1.0	1.0	Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	curved_5	0
2	[accident;B_02_059,car_accident;E_03_029]	im	FullyOpen	1.0	1.0	1.0	Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	5	0
2	[accident;B_02_059,car_accident;E_03_029]	imrp	FullyOpen	1.0	1.0	1.0	Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	3	0
2	[accident;B_02_059,destroy;E_03_052]	imrp	FullyOpen	1.0	1.0	1.0	Open	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	5	0
2	[accident;B_02_059,destroy;E_03_052]	imrp	FullyOpen	1.0	1.0	1.0	Open	1.0	SymmetricalOrAlternating	BackAndForth	0	Neutral	Neutral	Neutral	1	5	0
2	[accident;B_02_059,total;H_01_071]	imrp	Flat	1.0	1.0	1.0	Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	5	0
2	[accident;B_02_059,total;H_01_071]	imrp	FullyOpen	1.0	1.0	1.0	Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	flatspread_5	0
2	[want;C_03_013,wet;B_02_065]	imrp	FullyOpen	1.0	1.0	0.0	Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	5	0
2	[want;C_03_013,wet;B_02_065]	imrp	FullyOpen	1.0	1.0	1.0	Open	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	5	0
2	[confident;D_02_035,wet;B_02_065]	imrp	Curved	1.0	1.0	1.0	Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	5	0
2	[confident;D_02_035,wet;B_02_065]	imrp	FullyOpen	1.0	1.0	1.0	Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	curved_5	0
2	[grab;E_03_039,wet;B_02_065]	imrp	FullyOpen	1.0	1.0	1.0	Open	1.0	SymmetricalOrAlternating		0	Neutral	Neutral	Neutral	0	5	0
2	[grab;E_03_039,wet;B_02_065]	imrp	FullyOpen	1.0	1.0	1.0	Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral		0	5	0
2	[adopt;J_03_014,wet;B_02_065]	imrp	Flat	1.0	1.0	1.0	Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	5	0
2	[adopt;J_03_014,wet;B_02_065]	imrp	FullyOpen	1.0	1.0	1.0	Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	flatspread_5	0
2	[disagreement;B_02_066,mock;C_01_015]	ip	FullyOpen	0.0			Closed	0.0	OneHanded		0	Head	Forehead		1		0
3	[disagreement;B_02_066,puzzled;B_01_012,suspect;C_03_012]	i	FullyOpen	1.0			Closed	0.0	OneHanded		0	Head	Forehead		1		0
2	[disagreement;B_02_066,suspect;C_03_012]	i	FullyOpen	0.0			Closed	0.0	OneHanded		1	Head	Forehead		1		0
4	[chin_2;F_02_070,disagreement;B_02_066,sneeze_2;K_02_023,think;C_03_053]	i	Flat	0.0			Closed	0.0	OneHanded		0	Head	Forehead		1		0
6	[deaf;E_03_098,disagreement;B_02_066,disappoint;G_03_018,intelligent;H_02_080,sshh;E_02_016,think;C_03_053]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	0	Head	Forehead		1		0
2	[disagreement;B_02_066,sister;D_03_050]	i	FullyOpen	0.0			Open	0.0	OneHanded		0	Head	Forehead		1		0
6	[deaf;E_03_098,disagreement;B_02_066,disappoint;G_03_018,intelligent;H_02_080,sshh;E_02_016,think;C_03_053]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	0	Head	Forehead		1		0
3	[disagreement;B_02_066,intelligent;H_02_080,true_business;E_03_068]	i	FullyOpen	0.0			Closed	0.0	OneHanded		0	Head	Forehead	HeadAway	1		0
6	[deaf;E_03_098,disagreement;B_02_066,disappoint;G_03_018,intelligent;H_02_080,sshh;E_02_016,think;C_03_053]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	0	Head	Forehead		1		0
4	[chin_2;F_02_070,disagreement;B_02_066,sneeze_2;K_02_023,think;C_03_053]	i	Flat	0.0			Closed	0.0	OneHanded		0	Head	Forehead		1		0
