neighbors[list]	SelectedFingers.2.0	Flexion.2.0	FlexionChange.2.0	Spread.2.0	SpreadChange.2.0	ThumbPosition.2.0	ThumbContact.2.0	SignType.2.0	Movement.2.0	RepeatedMovement.2.0	MajorLocation.2.0	MinorLocation.2.0	SecondMinorLocation.2.0	Contact.2.0	NonDominantHandshape.2.0	UlnarRotation.2.0
[windy;G_02_080,piano;A_03_029,audience;F_01_072]	imrp	FullyOpen	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral	Neutral	0	5	0
[leave_alone;H_03_105,what_1;D_02_084,piano;A_03_029,fire;B_03_090]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	BackAndForth	1	Neutral	Neutral	Neutral	0	5	0
[plug;E_01_022,mechanic;A_03_030]	im	Flat	0.0	1.0	0.0	Closed	0.0	AsymmetricalDifferentHandshape	Curved	1	Hand	Other	nan	1	1	0
[plug;E_01_022,mechanic;A_03_030,vocabulary;H_01_082]	im	FullyOpen	0.0	1.0	0.0	Closed	0.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Other	nan	1	1	0
[mechanic;A_03_030,vocabulary;H_01_082]	im	FullyOpen	0.0	1.0	0.0	Closed	0.0	AsymmetricalDifferentHandshape	Curved	1	Hand	FingerBack	nan	1	1	0
[roar;J_03_062,grass;A_03_031]	imrp	Curved	0.0	1.0	0.0	Open	0.0	OneHanded	Curved	1	Head	HeadAway	HeadAway	1	nan	0
[roar;J_03_062,grass;A_03_031]	imrp	Curved	0.0	1.0	0.0	Open	0.0	OneHanded	Curved	1	Head	UnderChin	HeadAway	0	nan	0
[seem;F_01_043,mirror;A_03_034,cousin;C_01_023]	imrp	Flat	0.0	0.0	0.0	Open	0.0	OneHanded	nan	1	Head	HeadAway	nan	0	nan	1
[seem;F_01_043,mirror;A_03_034]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	OneHanded	nan	0	Head	HeadAway	nan	0	nan	1
[wrong;C_03_050,river;A_03_035]	p	FullyOpen	0.0	nan	nan	Open	1.0	OneHanded	Straight	0	Head	Chin	nan	1	nan	0
[wrong;C_03_050,river;A_03_035]	p	Flat	0.0	nan	nan	Open	0.0	OneHanded	Straight	0	Head	Chin	nan	1	nan	0
[scout;H_02_099,river;A_03_035]	p	Curved	0.0	nan	nan	Open	1.0	OneHanded	Straight	0	Head	Chin	nan	1	nan	0
[scout;H_02_099,river;A_03_035]	p	Flat	0.0	nan	nan	Open	1.0	OneHanded	Straight	0	Head	HeadTop	nan	1	nan	0
[pirate;A_03_058,oops;D_03_056,bed;A_03_037]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	OneHanded	Straight	0	Head	Eye	nan	1	nan	0
[bitch;H_01_058,good;B_01_052,goatee;G_01_074,woman;C_02_028,bed;A_03_037,oops;D_03_056]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	OneHanded	Straight	0	Head	Chin	nan	1	nan	0
[good;B_01_052,bed;A_03_037]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	OneHanded	Straight	0	Head	Other	HeadAway	1	nan	0
[oops;D_03_056,know;C_01_048,bed;A_03_037]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	OneHanded	Straight	0	Head	Forehead	nan	1	nan	0
[dog;H_02_103,my;C_01_060,bed;A_03_037]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	OneHanded	Straight	0	Body	Other	nan	1	nan	0
[oops;D_03_056,my;C_01_060,bed;A_03_037]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	OneHanded	Straight	0	Head	TorsoTop	nan	1	nan	0
[woman;C_02_028,bed;A_03_037]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	OneHanded	Straight	0	Head	Other	nan	1	nan	0
[bitch;H_01_058,bed;A_03_037]	imrp	FullyOpen	0.0	0.0	0.0	Closed	0.0	OneHanded	Straight	0	Head	Other	nan	1	nan	0
[dog;H_02_103,oops;D_03_056,bed;A_03_037]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	OneHanded	Straight	0	Head	Hips	nan	1	nan	0
[bed_2;K_03_004,bed;A_03_037]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	0	Head	Other	nan	1	nan	0
[bed_2;K_03_004,bed;A_03_037]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	OneHanded	Straight	0	Head	Other	nan	1	open_b	0
[recent;H_03_090,onion;A_03_038]	i	Bent	0.0	nan	nan	Closed	0.0	OneHanded	nan	1	Head	CheekNose	nan	1	nan	1
[recent;H_03_090,onion;A_03_038]	i	Bent	0.0	nan	nan	Closed	0.0	OneHanded	nan	1	Head	Eye	nan	1	nan	0
[cry_4;K_03_060,onion;A_03_038]	i	Bent	0.0	nan	nan	Open	0.0	OneHanded	nan	1	Head	Eye	nan	1	nan	1
[cry_4;K_03_060,onion;A_03_038]	i	Bent	0.0	nan	nan	Closed	1.0	OneHanded	nan	1	Head	Eye	nan	1	nan	1
[earth;C_03_002,earthquake;A_03_039]	m	Curved	0.0	nan	nan	Open	0.0	AsymmetricalDifferentHandshape	nan	1	Hand	PalmBack	nan	1	S	1
[earth;C_03_002,earthquake;A_03_039]	m	Flat	0.0	nan	nan	Open	0.0	AsymmetricalDifferentHandshape	nan	1	Hand	PalmBack	nan	1	B	1
[planet;F_01_019,earthquake;A_03_039]	m	Flat	0.0	nan	nan	Open	0.0	AsymmetricalDifferentHandshape	Curved	1	Hand	PalmBack	nan	1	S	1
[planet;F_01_019,earthquake;A_03_039]	m	Flat	0.0	nan	nan	Open	0.0	AsymmetricalDifferentHandshape	nan	1	Hand	PalmBack	nan	1	C	1
[meat_2;F_03_021,earthquake;A_03_039]	m	Flat	0.0	nan	nan	Open	0.0	AsymmetricalDifferentHandshape	nan	1	Hand	PalmBack	nan	1	B	1
[meat_2;F_03_021,earthquake;A_03_039]	m	Flat	0.0	nan	nan	Open	0.0	AsymmetricalDifferentHandshape	nan	1	Hand	PalmBack	nan	1	S	0
[fish;A_03_040,edge;E_03_099]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	nan	1	Hand	FingerTip	nan	1	open_b	0
[fish;A_03_040,edge;E_03_099]	imrp	FullyOpen	1.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Straight	1	Hand	FingerTip	nan	1	open_b	0
[easy_to_do;G_02_073,fish;A_03_040]	imrp	FullyOpen	1.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	nan	1	Hand	FingerBack	nan	1	open_b	0
[easy_to_do;G_02_073,fish;A_03_040]	imrp	FullyOpen	1.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	nan	1	Hand	FingerTip	HandAway	1	open_b	0
[fox;A_03_041,bee;E_03_018]	i	Curved	0.0	nan	nan	Open	1.0	OneHanded	nan	1	Head	CheekNose	nan	1	nan	0
[fox;A_03_041,bee;E_03_018]	i	Curved	0.0	nan	nan	Open	1.0	OneHanded	Curved	0	Head	CheekNose	nan	1	nan	0
[fox;A_03_041,soon_1;G_01_004]	i	Curved	0.0	nan	nan	Open	1.0	OneHanded	Straight	1	Head	CheekNose	nan	1	nan	0
[fox;A_03_041,soon_1;G_01_004]	i	Curved	0.0	nan	nan	Open	1.0	OneHanded	Curved	1	Head	Chin	nan	1	nan	0
[fox;A_03_041,cheek;G_03_052]	i	Bent	0.0	nan	nan	Open	1.0	OneHanded	Curved	1	Head	CheekNose	nan	1	nan	0
[fox;A_03_041,cheek;G_03_052]	i	Curved	0.0	nan	nan	Open	1.0	OneHanded	Straight	1	Head	CheekNose	nan	1	nan	0
[window;A_03_042,easy;D_01_070,wood;C_03_031,warn;B_01_033]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Straight	1	Hand	PalmBack	HandAway	1	open_b	0
[window;A_03_042,wood;C_03_031,average;G_03_050]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Straight	1	Hand	FingerRadial	PalmBack	1	open_b	0
[window;A_03_042,operate_machine;G_02_026,minimum;J_03_077,sweep;D_01_086]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Curved	1	Hand	FingerRadial	HandAway	1	open_b	0
[window;A_03_042,easy;D_01_070,sweep;D_01_086]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Straight	1	Hand	Palm	HandAway	1	open_b	0
[window;A_03_042,easy;D_01_070,end;E_01_074,edge;E_03_099]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Straight	1	Hand	FingerTip	HandAway	1	open_b	0
[window;A_03_042,operate_machine;G_02_026,easy;D_01_070]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Straight	1	Hand	FingerFront	HandAway	1	open_b	0
[window;A_03_042,bother;H_01_040]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Straight	1	Hand	FingerRadial	HandAway	0	open_b	0
[window;A_03_042,major;J_01_057]	imrp	FullyOpen	0.0	0.0	0.0	Closed	0.0	AsymmetricalSameHandshape	Straight	1	Hand	FingerRadial	HandAway	1	open_b	0
[window;A_03_042,major;J_01_057]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Straight	1	Hand	FingerRadial	HandAway	1	closed_b	0
[print;B_01_045,accountant;A_03_044]	i	FullyOpen	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	nan	1	B	0
[print;B_01_045,accountant;A_03_044]	i	Curved	1.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	nan	1	B	0
[vote;B_02_040,accountant;A_03_044]	i	Curved	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	FingerRadial	nan	1	B	0
[vote;B_02_040,accountant;A_03_044]	i	Curved	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	nan	1	C	0
[write;D_01_051,accountant;A_03_044]	i	Bent	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	nan	1	B	0
[write;D_01_051,accountant;A_03_044]	i	Curved	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	HandAway	1	B	0
[newspaper;D_02_053,accountant;A_03_044]	i	Flat	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	nan	1	B	0
[newspaper;D_02_053,accountant;A_03_044]	i	Curved	1.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	nan	1	B	0
[high_heels;F_02_008,accountant;A_03_044]	i	Curved	0.0	nan	nan	Open	0.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	nan	1	B	0
[high_heels;F_02_008,accountant;A_03_044]	i	Curved	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Heel	nan	1	B	0
[grade;F_02_076,accountant;A_03_044]	i	Flat	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	nan	1	B	0
[grade;F_02_076,accountant;A_03_044]	i	Curved	0.0	nan	nan	Open	0.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	nan	1	B	0
[count;G_02_054,accountant;A_03_044]	i	Curved	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	nan	1	B	0
[count;G_02_054,accountant;A_03_044]	i	Curved	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	FingerFront	1	B	0
[score;H_01_060,accountant;A_03_044]	i	Curved	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	nan	1	B	0
[score;H_01_060,accountant;A_03_044]	i	Curved	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	HandAway	1	B	0
[mosquito;H_03_053,accountant;A_03_044]	i	Curved	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	nan	1	B	0
[mosquito;H_03_053,accountant;A_03_044]	i	Curved	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	PalmBack	nan	1	B	0
[basketball;A_03_045,keyboard;B_03_070]	imrp	Curved	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	nan	1	Neutral	Neutral	nan	0	curved_5	1
[basketball;A_03_045,keyboard;B_03_070,dont_want;E_02_014]	imrp	Curved	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	nan	1	Neutral	Neutral	nan	0	curved_5	0
[basketball;A_03_045,corn_2;C_02_026]	imrp	Curved	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	nan	1	Head	Neutral	nan	0	curved_5	1
[basketball;A_03_045,corn_2;C_02_026]	imrp	Curved	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	nan	1	Neutral	HeadAway	nan	0	curved_5	1
[basketball;A_03_045,channel;C_03_023]	imrp	Curved	0.0	1.0	0.0	Open	0.0	OneHanded	nan	1	Neutral	Neutral	nan	0	curved_5	1
[basketball;A_03_045,channel;C_03_023]	imrp	Curved	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	nan	1	Neutral	Neutral	nan	0	nan	1
[basketball;A_03_045,dont_want;E_02_014]	imrp	Curved	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	nan	0	Neutral	Neutral	nan	0	curved_5	1
[basketball;A_03_045,basketball;K_01_013]	im	Curved	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	nan	1	Neutral	Neutral	nan	0	curved_5	1
[basketball;A_03_045,basketball;K_01_013]	imrp	Curved	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	nan	1	Neutral	Neutral	nan	0	curved_v	1
[basketball;A_03_045,cloud_3;K_02_071]	imrp	Curved	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	nan	0	curved_5	1
[basketball;A_03_045,cloud_3;K_02_071]	imrp	Curved	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	nan	1	Neutral	Neutral	Neutral	0	curved_5	1
[clothes;E_03_096,wear;B_02_032,dress;A_03_046]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Body	TorsoTop	BodyAway	1	5	1
[wear;B_02_032,dress;A_03_046]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Body	Clavicle	BodyAway	1	5	0
[clothes;E_03_096,dress;A_03_046]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	1	Body	Clavicle	BodyAway	1	5	1
[actor;A_03_047,bath;B_01_019]	t	nan	nan	nan	nan	Open	nan	SymmetricalOrAlternating	Straight	1	Body	TorsoTop	BodyAway	1	a	0
[actor;A_03_047,bath;B_01_019]	t	nan	nan	nan	nan	Open	nan	SymmetricalOrAlternating	Circular	1	Body	TorsoTop	TorsoTop	1	a	0
[brag;B_03_011,actor;A_03_047]	t	nan	nan	nan	nan	Open	nan	SymmetricalOrAlternating	Straight	1	Body	TorsoTop	BodyAway	1	a	0
[brag;B_03_011,actor;A_03_047]	t	nan	nan	nan	nan	Open	nan	SymmetricalOrAlternating	Circular	1	Body	Waist	BodyAway	1	a	0
[actor;A_03_047,backpack;G_01_064]	t	nan	nan	nan	nan	Open	nan	SymmetricalOrAlternating	Circular	1	Body	Clavicle	BodyAway	1	a	0
[actor;A_03_047,backpack;G_01_064]	t	nan	nan	nan	nan	Open	nan	SymmetricalOrAlternating	Circular	1	Body	TorsoTop	nan	1	a	0
[actor;A_03_047,bathtub;K_02_101]	t	nan	nan	nan	nan	Open	nan	SymmetricalOrAlternating	Curved	1	Body	TorsoTop	BodyAway	1	a	0
[actor;A_03_047,bathtub;K_02_101]	t	nan	nan	nan	nan	Open	nan	SymmetricalOrAlternating	Circular	1	Body	TorsoTop	TorsoMid	1	a	0
[child;F_03_101,spaceship;J_03_074,stairs;A_03_048,walk_2;J_03_067]	im	Flat	0.0	0.0	0.0	Open	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0	nan	0
[spaceship;J_03_074,stairs;A_03_048,noon;G_02_014]	im	FullyOpen	0.0	0.0	0.0	Open	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0	nan	0
[stairs;A_03_048,walk_2;J_03_067]	im	Bent	0.0	1.0	0.0	Open	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0	nan	0
[ticket;E_02_029,potato;A_03_050]	im	Bent	0.0	1.0	0.0	Closed	0.0	AsymmetricalDifferentHandshape	Straight	1	Hand	FingerUlnar	nan	1	C	0
[ticket;E_02_029,potato;A_03_050]	im	Bent	0.0	1.0	0.0	Closed	0.0	AsymmetricalDifferentHandshape	Straight	1	Hand	PalmBack	nan	1	B	0
[lettuce;B_01_073,rooster;A_03_051]	im	Bent	0.0	1.0	0.0	Open	0.0	OneHanded	Straight	1	Head	Forehead	nan	1	nan	0
[mother;B_02_008,rooster;A_03_051]	im	FullyOpen	0.0	1.0	0.0	Open	0.0	OneHanded	Straight	1	Head	Chin	nan	1	nan	0
[know;C_01_048,rooster;A_03_051]	im	FullyOpen	0.0	0.0	0.0	Open	0.0	OneHanded	Straight	1	Head	Forehead	nan	1	nan	0
[stupid_1;C_01_058,rooster;A_03_051]	im	FullyOpen	0.0	1.0	0.0	Open	0.0	OneHanded	Straight	0	Head	Forehead	nan	1	nan	0
[door;A_03_052,gate;E_03_064,than;F_02_002]	imrp	FullyOpen	0.0	0.0	0.0	Closed	0.0	AsymmetricalSameHandshape	Curved	1	Hand	FingerBack	HandAway	1	closed_b	1
[door;A_03_052,gate;E_03_064,cross_2;H_01_007,major;J_01_057]	imrp	FullyOpen	0.0	0.0	0.0	Closed	0.0	AsymmetricalSameHandshape	Curved	1	Hand	FingerRadial	HandAway	1	closed_b	0
[door;A_03_052,cheap;F_02_056,cross_2;H_01_007,than;F_02_002]	imrp	FullyOpen	0.0	0.0	0.0	Closed	0.0	AsymmetricalSameHandshape	Curved	0	Hand	FingerRadial	HandAway	1	closed_b	1
[door;A_03_052,cheap;F_02_056]	imrp	FullyOpen	0.0	0.0	0.0	Closed	0.0	AsymmetricalSameHandshape	Curved	1	Hand	Palm	HandAway	1	closed_b	1
[door;A_03_052,major;J_01_057]	imrp	FullyOpen	0.0	0.0	0.0	Closed	0.0	AsymmetricalSameHandshape	Straight	1	Hand	FingerRadial	HandAway	1	closed_b	1
[apple;A_03_054,recent;J_02_056]	i	Bent	0.0	nan	nan	Closed	0.0	OneHanded	Straight	1	Head	CheekNose	nan	1	nan	1
[apple;A_03_054,recent;J_02_056]	i	Bent	0.0	nan	nan	Closed	0.0	OneHanded	nan	1	Head	CheekNose	nan	1	nan	0
[boat;D_01_055,prayer;C_03_090,butterfly;A_03_056]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	nan	1	Neutral	Neutral	nan	1	open_b	0
[prayer;C_03_090,butterfly;A_03_056]	imrp	FullyOpen	1.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	nan	1	open_b	0
[boat;D_01_055,butterfly;A_03_056]	imrp	FullyOpen	1.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral	nan	1	open_b	0
[germany;D_02_088,butterfly;A_03_056]	imrp	FullyOpen	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	nan	1	Neutral	Neutral	nan	1	open_b	0
[germany;D_02_088,butterfly;A_03_056]	imrp	FullyOpen	1.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	nan	1	Neutral	Neutral	nan	1	5	0
[dolphin;A_03_057,float_3;K_01_082]	im	FullyOpen	0.0	0.0	0.0	Open	0.0	OneHanded	Z-shaped	0	Arm	ArmAway	ArmAway	0	nan	0
[dolphin;A_03_057,float_3;K_01_082]	im	Crossed	0.0	1.0	0.0	Open	0.0	OneHanded	Z-shaped	0	Arm	ArmAway	ArmAway	0	nan	0
[pirate;A_03_058,father;B_01_077,mother;B_02_008]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	OneHanded	Straight	1	Head	Eye	nan	1	nan	0
[pirate;A_03_058,frustrate;C_02_050,shark_1;E_03_023]	imrp	FullyOpen	0.0	0.0	0.0	Closed	0.0	OneHanded	Straight	1	Head	Eye	nan	1	nan	0
[pirate;A_03_058,dog_2;K_01_055,baby_2;K_01_042]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	OneHanded	Straight	1	Body	Eye	nan	1	nan	0
[secretary;A_03_059,pickle;H_03_098]	im	Stacked	0.0	nan	0.0	Open	1.0	OneHanded	nan	1	Head	Mouth	nan	1	nan	0
[secretary;A_03_059,pickle;H_03_098]	im	Stacked	0.0	nan	0.0	Open	1.0	OneHanded	nan	0	Head	Mouth	nan	1	nan	1
[deer;A_03_060,antlers;F_01_027]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	1	Head	Forehead	HeadAway	1	5	0
[deer;A_03_060,antlers;F_01_027]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	0	Head	Forehead	HeadAway	1	5	0
[war;B_03_075,rain;A_03_061]	imrp	Flat	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	0	spread_open_e	0
[war;B_03_075,rain;A_03_061]	imrp	Bent	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	0	flatspread_5	0
[rain;A_03_061,match;D_01_050]	imrp	Bent	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	spread_open_e	0
[what_1;D_02_084,rain;A_03_061]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	0	spread_open_e	0
[what_1;D_02_084,rain;A_03_061]	imrp	Bent	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	0	5	0
[heavy;F_01_085,rain;A_03_061]	imrp	Curved	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	0	spread_open_e	0
[heavy;F_01_085,rain;A_03_061]	imrp	Bent	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	0	curved_5	0
[secret;C_03_076,bar;A_03_072]	t	nan	nan	nan	nan	Open	nan	OneHanded	Straight	1	Head	Chin	nan	0	nan	0
[secret;C_03_076,bar;A_03_072]	t	nan	nan	nan	nan	Open	nan	OneHanded	Straight	1	Head	Mouth	nan	1	nan	0
[nut;D_02_073,bar;A_03_072]	t	nan	nan	nan	nan	Open	nan	OneHanded	Straight	1	Head	Mouth	HeadAway	0	nan	0
[nut;D_02_073,bar;A_03_072]	t	nan	nan	nan	nan	Open	nan	OneHanded	Straight	1	Head	Mouth	nan	1	nan	0
[bar;A_03_072,confidential;G_02_022]	t	nan	nan	nan	nan	Open	nan	OneHanded	Straight	1	Head	Mouth	Mouth	0	nan	0
[bar;A_03_072,confidential;G_02_022]	t	nan	nan	nan	nan	Open	nan	OneHanded	Straight	1	Head	Mouth	nan	1	nan	0
[athlete;J_03_068,bar;A_03_072]	t	nan	nan	nan	nan	Open	nan	OneHanded	Straight	1	Neutral	Mouth	nan	0	nan	0
[athlete;J_03_068,bar;A_03_072]	t	nan	nan	nan	nan	Open	nan	OneHanded	Straight	1	Head	Neutral	nan	0	nan	0
[bacon;A_03_073,fair;G_01_080]	imrp	Flat	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	1	flat_h	0
[bacon;A_03_073,fair;G_01_080]	im	Flat	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	1	flat_b	0
[pull;D_02_062,drum;A_03_075]	i	Bent	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	0	baby_o	0
[pull;D_02_062,drum;A_03_075]	i	Bent	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	0	baby_o	0
[wrap_up;F_03_091,drum;A_03_075]	i	Bent	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Other	1	Neutral	Neutral	Neutral	0	baby_o	0
[wrap_up;F_03_091,drum;A_03_075]	i	Bent	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral	Neutral	0	baby_o	1
[deal_cards;J_02_074,drum;A_03_075]	i	Bent	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	0	baby_o	0
[deal_cards;J_02_074,drum;A_03_075]	i	Bent	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral	Neutral	1	baby_o	0
[knitting_2;K_02_025,drum;A_03_075]	i	Bent	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral	Neutral	1	baby_o	0
[knitting_2;K_02_025,drum;A_03_075]	i	Bent	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral	Neutral	0	baby_o	1
[keyboard;B_03_070,microscope;A_03_076]	imrp	Curved	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	nan	1	Neutral	HeadAway	nan	0	curved_5	0
[keyboard;B_03_070,microscope;A_03_076]	imrp	Curved	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	nan	1	Head	Neutral	nan	0	curved_5	0
[microscope;A_03_076,corn_2;C_02_026]	imrp	Curved	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	nan	1	Head	HeadAway	nan	0	curved_5	0
[microscope;A_03_076,corn_2;C_02_026]	imrp	Curved	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	nan	1	Head	HeadAway	nan	0	curved_5	1
[flute;E_02_036,microscope;A_03_076]	imrp	Flat	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	nan	1	Head	HeadAway	nan	0	curved_5	0
[flute;E_02_036,microscope;A_03_076]	imrp	Curved	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	nan	1	Head	HeadAway	nan	0	flatspread_5	0
[cool_5;J_01_004,microscope;A_03_076]	imrp	FullyOpen	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	nan	1	Head	HeadAway	nan	0	curved_5	0
[cool_5;J_01_004,microscope;A_03_076]	imrp	Curved	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	nan	1	Head	HeadAway	nan	0	5	0
[whip;A_03_077,find;B_03_076]	i	Curved	0.0	nan	nan	Open	1.0	OneHanded	BackAndForth	0	Neutral	Neutral	Neutral	0	nan	0
[whip;A_03_077,find;B_03_076]	i	Bent	0.0	nan	nan	Open	1.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[forfeit;D_02_038,whip;A_03_077]	i	Curved	0.0	nan	nan	Open	1.0	OneHanded	BackAndForth	0	Neutral	Neutral	Neutral	0	nan	0
